sourceDOI,reusedDOI,type,comment,sourceReference,alternativeID,sourceReferenceDetail,contributor
"10.1145/3368089.3409754","","Dataset","MNIST","[32]","http://yann.lecun.com/exdb/mnist/","853","XiaoLing941212"
"10.1145/3368089.3409754","","Dataset","Undacity Self-Driving Car","[1]","https://github.com/udacity/self-driving-car","853","XiaoLing941212"
"10.1145/3368089.3409754","10.1109/SP.2017.49","Methodology","Carlini-Wagner","[8]","","854","XiaoLing941212"
"10.1145/3368089.3409754","","Methodology","Projected Gradient Descent","[39]","https://openreview.net/forum?id=rJzIBfZAb","854","XiaoLing941212"
"10.1145/3368089.3409754","","Methodology","Kullback-Leibler divergence","[29]","https://projecteuclid.org/journals/annals-of-mathematical-statistics/volume-22/issue-1/On-Information-and-Sufficiency/10.1214/aoms/1177729694.full","854","XiaoLing941212"
"10.1145/3368089.3409754","10.1057/jt.2009.5","Statistics","correlative significance","[50]","","856","XiaoLing941212"
"10.1145/3368089.3409754","","Tool","masked language model","[20]","arxiv:1810.04805","864","XiaoLing941212"
"10.1145/3368089.3409756","","Tool","MLM","[51]","arxiv:1301.3781","865","XiaoLing941212"
"10.1145/3368089.3409756","10.1145/3377811.3380339","Dataset","experimental dataset","[30]","","867","XiaoLing941212"
"10.1145/3368089.3409756","10.1145/3377811.3380339","Stepping stone","compare to SOTA","[30]","","868","XiaoLing941212"
"10.1145/3368089.3409756","10.1145/3377811.3380420","Stepping stone","compare to SOTA","[69]","","868","XiaoLing941212"
"10.1145/3368089.3409732","","Dataset","SyGus 2018 banchmark set","[1]","https://github.com/SyGuS-Org/benchmarks/tree/master/comp/2019/PBE_SLIA_Track/from_2018","88","XiaoLing941212"
"10.1145/3368089.3409732","10.1145/3158151","Methodology","DSL","[19]","","93","XiaoLing941212"
"10.1145/3368089.3409732","10.1145/3133886","Replication","FTAs","[20]","","95","XiaoLing941212"
"10.1145/3368089.3409730","10.1109/5.726791","Dataset","MNIST","[28]","","878","XiaoLing941212"
"10.1145/3368089.3409730","","Methodology","Potrace algorithm","[45]","http://potrace.sourceforge.net/potrace.pdf","878","XiaoLing941212"
"10.1145/3368089.3409730","10.1109/4235.996017","Tool","multi-objective evolutionary search algorithm","[12]","","879","XiaoLing941212"
"10.1145/3368089.3409730","","Tool","novelty search","[36]","https://hal.archives-ouvertes.fr/hal-01300711/file/2011COS1944.pdf","879","XiaoLing941212"
"10.1145/3368089.3409730","","Tool","DEAP v1.3.0","[15]","https://psychclassics.yorku.ca/Fisher/Methods/chap6.htm","879","XiaoLing941212"
"10.1145/3368089.3409730","10.1145/3293882.3330566","Metric","","[16]","","880","XiaoLing941212"
"10.1145/3368089.3409730","","Dataset","BeamNG","[5]","https://beamng.gmbh/research/","882","XiaoLing941212"
"10.1145/3368089.3409730","10.1145/3236024.3264835","Stepping stone","compare to SOTA","[18]","","883","XiaoLing941212"
"10.1145/3368089.3409668","10.1145/302405.302457","Methodology","theory used in algorithm","[23]","","891","XiaoLing941212"
"10.1145/3368089.3409668","10.1109/9780470544976.ch9","Dataset","MNIST","[8]","","894","XiaoLing941212"
"10.1145/3368089.3409668","10.1109/IJCNN.2017.7966217","Dataset","EMNIST","[3]","","894","XiaoLing941212"
"10.1145/3368089.3409668","","Dataset","Kuzushiji MNIST","[2]","arxiv:1812.01718","894","XiaoLing941212"
"10.1145/3368089.3409668","","Dataset","Fashion MNIST","[26]","arxiv:1708.07747","894","XiaoLing941212"
"10.1145/3368089.3409696","10.1109/5.726791","Dataset","MNIST","[24]","","907","XiaoLing941212"
"10.1145/3368089.3409696","","Dataset","USPS","[11]","http://statweb.stanford.edu/~tibs/book/preface.ps","907","XiaoLing941212"
"10.1145/3368089.3409696","","Dataset","Polarity","[39]","arxiv:cs/0205070","907","XiaoLing941212"
"10.1145/3368089.3409696","","Dataset","CIFAR-10","[21]","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.222.9220","907","XiaoLing941212"
"10.1145/3368089.3409696","","Dataset","STL-10","[7]","http://proceedings.mlr.press/v15/coates11a/coates11a.pdf","907","XiaoLing941212"
"10.1145/3368089.3409696","","Dataset","Image-CLEF","[30]","https://books.google.com/books?hl=en&lr=&id=ww1PjB4DlUYC&oi=fnd&pg=PR7&dq=.+ImageCLEF:+Experimental+Evaluation+in+Visual+Information+Retrieval+(1st+ed.)&ots=A9Fbl9j6uD&sig=bZ29voY_PBw7xIvwnDIw3jcvdQg","907","XiaoLing941212"
"10.1145/3368089.3409696","10.1109/CVPR.2009.5206848","Dataset","ImageNet","[9]","","907","XiaoLing941212"
"10.1145/3368089.3409696","","Methodology","Temperature Scaling","[16]","arxiv:1503.02531","908","XiaoLing941212"
"10.1145/3368089.3409696","","Methodology","Platt Scaling","[45]","https://www.researchgate.net/profile/John_Platt/publication/2594015_Probabilistic_Outputs_for_Support_Vector_Machines_and_Comparisons_to_Regularized_Likelihood_Methods/links/004635154cff5262d6000000.pdf","908","XiaoLing941212"
"10.1145/3368089.3409696","10.1145/775047.775151","Methodology","Isotonic Regression","[65]","","908","XiaoLing941212"
"10.1145/3368089.3409702","","Tool","EdgeMiner","[8]","http://yinzhicao.org/EdgeMiner/2015_ndss_edgeminer.pdf","920","XiaoLing941212"
"10.1145/3368089.3409702","","Tool","TIRO","[42]","https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-wong.pdf","920","XiaoLing941212"
"10.1145/3368089.3409702","10.1109/ICSE.2017.40","Tool","PackerGrind","[44]","","920","XiaoLing941212"
"10.1145/3368089.3409702","10.1145/2594291.2594299","Tool","FlowDroid","[3]","","920","XiaoLing941212"
"10.1145/3368089.3409702","10.1109/ICSE.2015.30","Tool","IC3","[34]","","920","XiaoLing941212"
"10.1145/3368089.3409702","10.1145/2594291.2594299","Methodology","taint analysis","[3]","","921","XiaoLing941212"
"10.1145/3368089.3409702","10.1145/2976749.2978313","Tool","OpenWPM","[13]","","921","XiaoLing941212"
"10.1145/3368089.3409677","","Methodology","DL engine - Attention Mechanism","[8]","arxiv:1409.0473","929","XiaoLing941212"
"10.1145/3368089.3409677","10.1145/3106237.3106244","Tool","Udroid","[29]","","931","XiaoLing941212"
"10.1145/3368089.3409677","","Tool","LSTM","[26]","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.676.4320&rep=rep1&type=pdf","931","XiaoLing941212"
"10.1145/3368089.3409745","10.1145/2901739.2903508","Dataset","AndroZoo","[20]","","940","XiaoLing941212"
"10.1145/3368089.3409745","","Methodology","Soot Framework","[33]","https://pdfs.semanticscholar.org/ee6e/6d0f9a1d034ad00ea2179fa1fcb81bb26bd7.pdf","943","XiaoLing941212"
"10.1145/3368089.3409745","10.1145/2594291.2594299","Tool","FlowDroid","[28]","","943","XiaoLing941212"
"10.1145/3368089.3409745","10.1109/TR.2019.2956690","Dataset","lineage dataset","[37]","","946","XiaoLing941212"
"10.1145/3382494.3410683","10.1016/j.infsof.2015.03.007","Methodology","SMS guidelines","[30]","","p2","andre-motta"
"10.1145/3382494.3410693","10.1145/3196398.3196430","Dataset","SoF dataset","[10]","","p2","andre-motta"
"10.1145/3382494.3410693","","Tool","Google�s BigQuery","[19]","https://cloud.google.com/bigquery","p2","andre-motta"
"10.1145/3382494.3410693","10.1145/3239235.3239524","Statistics","alpha","[4]","","p2","andre-motta"
"10.1145/3382494.3410693","10.1145/3338906.3338939","Statistics","alpha","[8]","","p2","andre-motta"
"10.1145/3382494.3410693","10.1007/s11390-016-1672-0","Statistics","beta","[42]","","p2","andre-motta"
"10.1145/3382494.3410693","10.1145/3379597.3387443","Methodology","PUMiner","[23]","","p3","andre-motta"
"10.1145/3382494.3410693","10.1145/2597073.2597117","Methodology","keyword list generation","[29]","","p3","andre-motta"
"10.1145/3382494.3410693","","Dataset","NLTK English Stopwords","[26]","https://gist.github.com/sebleier/554280","p3","andre-motta"
"10.1145/3382494.3410693","","Tool","Porter Stemmer","[30]","http://snowball.tartarus.org/texts/introduction.html","p3","andre-motta"
"10.1145/3382494.3410693","","Methodology","LDA","[13]","https://dl.acm.org/doi/10.5555/944919.944937","p3","andre-motta"
"10.1145/3382494.3410688","10.1109/ESEM.2019.8870158","Methodology","energy consumption of Java�s Input/Output API","[9]","","p4","andre-motta"
"10.1145/3382494.3410688","10.1145/3236454.3236504","Tool","test environment Mana","[17]","","p4","andre-motta"
"10.1145/3382494.3410688","","Tool","Monsoon Power Monitor (HVPM)","[11]","http://msoon.github.io/powermonitor/HVPM.html","p5","andre-motta"
"10.1145/3382494.3410688","10.1145/2597073.2597085","Methodology","Energy consumption calculation method","[19]","","p6","andre-motta"
"10.1145/3382494.3410688","","Dataset","Maven Central Dependency Graph","[22]","arxiv:1901.05392","p7","andre-motta"
"10.1145/3382494.3410679","10.1016/j.infsof.2018.09.006","Methodology","Guidelines for Literature Review","[11]","","p3","andre-motta"
"10.1145/3382494.3410679","","Tool","Paperpile","[31]","https://paperpile.com/?welcome","p3","andre-motta"
"10.1145/3382494.3410679","","Tool","Airtable","[32]","https://airtable.com/pricing","p3","andre-motta"
"10.1145/3382494.3410675","10.1016/S0167-8655(97)00060-3","Metric","graph edit distance","[6]","","p3","andre-motta"
"10.1145/3382494.3410675","10.1016/j.patrec.2016.10.001","Methodology","Method for using GED","[5]","","p3","andre-motta"
"10.1145/3382494.3410675","","Methodology","GraphSAGE","[17]","https://dl.acm.org/doi/10.5555/3294771.3294869","p4","andre-motta"
"10.1145/3382494.3410675","","Methodology","Neural Tensor Network","[46]","https://dl.acm.org/doi/10.5555/2999611.2999715","p4","andre-motta"
"10.1145/3382494.3410675","10.1145/3340482.3342741","Methodology","a data augmentation method","[34]","","p5","andre-motta"
"10.1145/3382494.3410685","10.1145/2568225.2568315","Metric","Measures related to social proximity","[30]","","p4","andre-motta"
"10.1145/3382494.3410685","","Methodology","partial dependence plots","[24]","http://www.milbo.org/doc/plotmo-notes.pdf","p6","andre-motta"
"10.1145/3382494.3410686","10.1145/3077136.3080782","Methodology","Time data partitioning method","[35]","","p3","andre-motta"
"10.1145/3382494.3410686","10.1108/00330330610681286","Methodology","Porter Stemmer algorithm","[25]","","p3","andre-motta"
"10.1145/3382494.3410686","10.1002/asi.21416","Dataset","SentiStrength","[33]","","p3","andre-motta"
"10.1145/3382494.3410686","10.1145/1014052.1014073","Dataset","opinion lexicon corpus","[12]","","p3","andre-motta"
"10.1145/3382494.3410686","10.1109/ICSM.2015.7332474","Tool","ARdoc","[24]","","p3","andre-motta"
"10.1145/3382494.3410673","","Tool","SonarQube","no reference","https://github.com/SonarOpenCommunity/sonar-cxx","p2","andre-motta"
"10.1145/3382494.3410673","10.1007/s10664-008-9102-8","Methodology","Guidelines for case study research","[26]","","p4","andre-motta"
"10.1145/3382494.3410678","10.1145/2884781.2884833","Methodology","Grounded theory guidelines","[37]","","p2","andre-motta"
"10.1145/3382494.3410676","10.1007/s10664-019-09727-4","Dataset","open-source Android applications in Kotlin","[19]","","p1","andre-motta"
"10.1145/3382494.3410677","","Methodology","Dropout","[14]","https://www.cs.toronto.edu/~hinton/absps/JMLRdropout.pdf","p3","yrahul3910"
"10.1145/3382494.3410677","10.1145/3238147.3238187","Methodology","GAN","[9]","","p3","yrahul3910"
"10.1145/3382494.3410677","","Methodology","GAN","[8]","https://proceedings.neurips.cc/paper/2014/file/5ca3e9b122f61f8f06494c97b1afccf3-Paper.pdf","p5","yrahul3910"
"10.1145/3382494.3410677","","Methodology","Adam","[19]","arxiv:1412.6980","p7","yrahul3910"
"10.1145/3382494.3410677","10.1007/s10664-017-9573-6","Methodology","DECART","[12]","","p7","yrahul3910"
"10.1145/3382494.3410677","10.1109/ICSE.2019.00113","Methodology","DeepPerf","[15]","","p7","yrahul3910"
"10.1145/3382494.3410694","10.1109/ASE.2011.6100061","Methodology","ML-REP","[39]","","p2","yrahul3910"
"10.1145/3382494.3410694","","Methodology","DL-BiMPM","[53]","https://export.arxiv.org/abs/1702.03814v2","p2","yrahul3910"
"10.1145/3382494.3410694","10.1109/ICSE.2007.32","Methodology","IR-TF","[36]","","p4","yrahul3910"
"10.1145/3382494.3410694","10.1145/2351676.2351687","Methodology","IR-DBTM","[30]","","p4","yrahul3910"
"10.1145/3382494.3410694","10.1145/1806799.1806811","Methodology","ML-ADMA","[40]","","p4","yrahul3910"
"10.1145/3382494.3410694","10.1145/2396761.2396869","Methodology","ML-BugSim","[57]","","p4","yrahul3910"
"10.1145/3382494.3410694","10.1145/2766462.2767738","Methodology","DL-DCNN","[38]","","p4","yrahul3910"
"10.1145/3382494.3410694","","Methodology","DL-MALSTM","[29]","https://dl.acm.org/doi/10.5555/3016100.3016291","p4","yrahul3910"
"10.1145/3382494.3410694","10.1109/ISSRE.2016.33","Methodology","DL-CWEIR","[55]","","p4","yrahul3910"
"10.1145/3382494.3410694","10.1109/ICSME.2017.69","Methodology","DL-CRNN","[12]","","p4","yrahul3910"
"10.1145/3382494.3410694","","Methodology","Kitchenham","[23]","https://www.inf.ufsc.br/~aldo.vw/kitchenham.pdf","p2","yrahul3910"
"10.1145/3382494.3410684","10.1109/ASE.2003.1240292","Methodology","Union model","[11]","","p2","yrahul3910"
"10.1145/3382494.3410684","","Methodology","Clustering","[23]","https://dl.acm.org/doi/book/10.5555/1394399","p2","yrahul3910"
"10.1145/3382494.3410684","10.1145/581339.581397","Metric","Tarantula","[6]","","p2","yrahul3910"
"10.1145/3382494.3410684","10.1145/581339.581397","Methodology","Tarantula","[12]","","p2","yrahul3910"
"10.1145/3382494.3410684","10.1111/j.1469-8137.1912.tb05611.x","Metric","jaccard","[13]","","p3","yrahul3910"
"10.1145/3382494.3410684","","Metric","Ochiai","[15]","https://www.jstage.jst.go.jp/article/suisan1932/22/9/22_9_522/_article","p3","yrahul3910"
"10.1145/3382494.3410684","10.1109/PRDC.2006.18","Methodology","Ochiai usage","[16]","","p3","yrahul3910"
"10.1145/3382494.3410684","","Metric","Ochiai2","[17]","https://www.jstage.jst.go.jp/article/suisan1932/22/9/22_9_522/_article","p3","yrahul3910"
"10.1145/3382494.3410684","","Methodology","Ochiai2 usage","[18]","https://www.semanticscholar.org/paper/Automatic-Error-Detection-Techniques-Based-on-in-of-S%C3%A1nchez/bfcf204a00badb60f57691a6d0ced5ea85a95a1a","p3","yrahul3910"
"10.1145/3382494.3410684","10.1109/TR.2013.2285319","Metric","D*","[19]","","p3","yrahul3910"
"10.1145/3382494.3410684","10.1109/COMPSAC.2007.109","Metric","Wong3","[20]","","p3","yrahul3910"
"10.1145/3382494.3410684","10.1016/j.jss.2009.09.037","Methodology","Wong3","[21]","","p3","yrahul3910"
"10.1145/3382494.3410684","10.1080/01621459.1959.10501526","Statistics","Pratt correction","[26]","","p5","yrahul3910"
"10.1145/3382494.3410684","","Statistics","Holm's correction","[27]","https://www.jstor.org/stable/4615733 ","p5","yrahul3910"
"10.1145/3382494.3410684","","Statistics","Vargha-Delaney","[28]","https://www.jstor.org/stable/1165329","p5","yrahul3910"
"10.1145/3382494.3410689","10.1109/esem.2015.7321192","Methodology","Award-Worker model","[26]","","p4","yrahul3910"
"10.1145/3382494.3410689","10.1109/SOFTWAREMINING.2017.8100851","Methodology","Clustering","[7]","","p5","yrahul3910"
"10.1145/3382494.3410632","","Methodology","Hoegl & Gemunden","[13]","https://www.jstor.org/stable/3085981 ","p1","yrahul3910"
"10.1145/3382494.3410632","10.1016/j.jss.2016.09.028","Methodology","Norwegian study","[27]","","p3","yrahul3910"
"10.1145/3382494.3410632","10.1007/s10664-020-09860-5","Methodology","measurement","[30]","","p5","yrahul3910"
"10.1145/3382494.3410632","10.1037/0021-9010.83.2.234","Methodology","Composition models","[4]","","p9","yrahul3910"
"10.1145/3382494.3410632","10.1037/0021-9010.69.1.85","Methodology","rwg","[24]","","p8","yrahul3910"
"10.1145/3382494.3410690","","Methodology","Collaborative filtering","[21]","https://dl.acm.org/doi/10.5555/1768197.1768208","p1","yrahul3910"
"10.1145/3382494.3410690","10.1145/3383219.3383227","Methodology","MNBN","[8]","","p1","yrahul3910"
"10.1145/3382494.3410690","10.1145/371920.372071","Methodology","Encoding","[20]","","p3","yrahul3910"
"10.1145/3382494.3410690","10.1109/MS.2009.161","Metric","Metrics used","[19]","","p6","yrahul3910"
"10.1145/3382494.3410674","10.1007/978-3-540-78800-3_24","Methodology","Z3","[14]","","p1","yrahul3910"
"10.1145/3382494.3410674","10.1007/978-3-642-36742-7_7","Methodology","MathSAT5","[10]","","p1","yrahul3910"
"10.1145/3382494.3410674","10.1007/978-3-642-22110-1_14","Methodology","CVC4","[7]","","p1","yrahul3910"
"10.1145/3382494.3410674","10.1007/978-3-319-08867-9_49","Methodology","Yices2","[15]","","p1","yrahul3910"
